Cd_Mun;Município;area_plantada_ha
3301801;Engenheiro Paulo de Frontin (RJ);35
3301850;Guapimirim (RJ);586
3301876;Iguaba Grande (RJ);39
3301900;Itaboraí (RJ);136
3302007;Itaguaí (RJ);607
3302056;Italva (RJ);546
3302106;Itaocara (RJ);485
3302205;Itaperuna (RJ);106
3302254;Itatiaia (RJ);-9999
3302270;Japeri (RJ);553
3302304;Laje do Muriaé (RJ);6
3302403;Macaé (RJ);1238
3302452;Macuco (RJ);30
3302502;Magé (RJ);662
3302601;Mangaratiba (RJ);2998
3302700;Maricá (RJ);60
3302809;Mendes (RJ);17
3302858;Mesquita (RJ);-9999
3302908;Miguel Pereira (RJ);39
3303005;Miracema (RJ);77
3303104;Natividade (RJ);95
3303302;Niterói (RJ);-9999
3303401;Nova Friburgo (RJ);559
3303500;Nova Iguaçu (RJ);407
3303609;Paracambi (RJ);174
3303708;Paraíba do Sul (RJ);142
3303807;Paraty (RJ);364
3303856;Paty do Alferes (RJ);163
3303906;Petrópolis (RJ);76
3303955;Pinheiral (RJ);143
3304003;Piraí (RJ);374
3304102;Porciúncula (RJ);5339
3304110;Porto Real (RJ);150
3304128;Quatis (RJ);52
3304144;Queimados (RJ);118
3304151;Quissamã (RJ);1666
3304201;Resende (RJ);11
3304300;Rio Bonito (RJ);2622
3304409;Rio Claro (RJ);269
3304508;Rio das Flores (RJ);33
3304524;Rio das Ostras (RJ);124
3304557;Rio de Janeiro (RJ);2172
3304607;Santa Maria Madalena (RJ);151
3304706;Santo Antônio de Pádua (RJ);136
3304755;São Francisco de Itabapoana (RJ);24438
3304805;São Fidélis (RJ);272
3304904;São Gonçalo (RJ);246
3305000;São João da Barra (RJ);525
3305133;São José de Ubá (RJ);495
3305158;São José do Vale do Rio Preto (RJ);867
3305208;São Pedro da Aldeia (RJ);832
3305307;São Sebastião do Alto (RJ);219
3305406;Sapucaia (RJ);251
3305505;Saquarema (RJ);806
3305554;Seropédica (RJ);1067
3305604;Silva Jardim (RJ);1425
3305703;Sumidouro (RJ);510
3305752;Tanguá (RJ);1651
3305802;Teresópolis (RJ);451
3305901;Trajano de Moraes (RJ);753
3306008;Três Rios (RJ);27
3306107;Valença (RJ);211
3306156;Varre-Sai (RJ);5621
3306206;Vassouras (RJ);118
3306305;Volta Redonda (RJ);43
3500105;Adamantina (SP);14508
3500204;Adolfo (SP);10275
3500303;Aguaí (SP);29564
3500402;Águas da Prata (SP);1724
3500501;Águas de Lindóia (SP);447
3500550;Águas de Santa Bárbara (SP);26955
3500600;Águas de São Pedro (SP);-9999
3500709;Agudos (SP);16800
3500758;Alambari (SP);5071
3500808;Alfredo Marcondes (SP);411
3500907;Altair (SP);18840
3501004;Altinópolis (SP);39500
3501103;Alto Alegre (SP);17350
3501152;Alumínio (SP);279
3501202;Álvares Florence (SP);11927
3501301;Álvares Machado (SP);1063
3501400;Álvaro de Carvalho (SP);895
3501509;Alvinlândia (SP);2251
3501608;Americana (SP);2110
3501707;Américo Brasiliense (SP);8863
3501806;Américo de Campos (SP);8963
3501905;Amparo (SP);5005
3502002;Analândia (SP);12200
3502101;Andradina (SP);42551
3502200;Angatuba (SP);21083
3502309;Anhembi (SP);14727
3502408;Anhumas (SP);10692
3502507;Aparecida (SP);260
3502606;Aparecida d'Oeste (SP);2701
3502705;Apiaí (SP);7523
3502754;Araçariguama (SP);183
3502804;Araçatuba (SP);50940
3502903;Araçoiaba da Serra (SP);3623
3503000;Aramina (SP);14363
3503109;Arandu (SP);14450
3503158;Arapeí (SP);110
3503208;Araraquara (SP);42816
3503307;Araras (SP);38955
3503356;Arco-Íris (SP);5156
3503406;Arealva (SP);12533
3503505;Areias (SP);154
3503604;Areiópolis (SP);8105
3503703;Ariranha (SP);9188
3503802;Artur Nogueira (SP);8591
3503901;Arujá (SP);-9999
3503950;Aspásia (SP);1764
3504008;Assis (SP);30650
3504107;Atibaia (SP);2909
3504206;Auriflama (SP);8222
3504305;Avaí (SP);5125
3504404;Avanhandava (SP);26902
3504503;Avaré (SP);40114
3504602;Bady Bassitt (SP);3781
3504701;Balbinos (SP);5597
3504800;Bálsamo (SP);9935
3504909;Bananal (SP);148
3505005;Barão de Antonina (SP);5463
3505104;Barbosa (SP);14393
3505203;Bariri (SP);27138
3505302;Barra Bonita (SP);8519
3505351;Barra do Chapéu (SP);943
3505401;Barra do Turvo (SP);469
3505500;Barretos (SP);88409
3505609;Barrinha (SP);11033
3505708;Barueri (SP);-9999
3505807;Bastos (SP);2192
3505906;Batatais (SP);54105
3506003;Bauru (SP);4616
3506102;Bebedouro (SP);50217
3506201;Bento de Abreu (SP);17280
3506300;Bernardino de Campos (SP);12214
3506359;Bertioga (SP);-9999
3506409;Bilac (SP);11270
3506508;Birigui (SP);33288
3506607;Biritiba Mirim (SP);92
3506706;Boa Esperança do Sul (SP);42907
3506805;Bocaina (SP);17665
3506904;Bofete (SP);1394
3507001;Boituva (SP);7046
3507100;Bom Jesus dos Perdões (SP);54
3507159;Bom Sucesso de Itararé (SP);159
3507209;Borá (SP);5883
3507308;Boracéia (SP);7796
3507407;Borborema (SP);35582
3507456;Borebi (SP);5865
3507506;Botucatu (SP);37863
3507605;Bragança Paulista (SP);6132
3507704;Braúna (SP);9252
3507753;Brejo Alegre (SP);7191
3507803;Brodowski (SP);16185
3507902;Brotas (SP);44309
3508009;Buri (SP);49245
3508108;Buritama (SP);12922
3508207;Buritizal (SP);14245
3508306;Cabrália Paulista (SP);1991
3508405;Cabreúva (SP);274
3508504;Caçapava (SP);3440
3508603;Cachoeira Paulista (SP);227
3508702;Caconde (SP);10096
3508801;Cafelândia (SP);36904
3508900;Caiabu (SP);6554
3509007;Caieiras (SP);3
3509106;Caiuá (SP);5689
3509205;Cajamar (SP);3
3509254;Cajati (SP);5483
3509304;Cajobi (SP);11669
3509403;Cajuru (SP);26121
3509452;Campina do Monte Alegre (SP);12015
3509502;Campinas (SP);3978
3509601;Campo Limpo Paulista (SP);-9999
3509700;Campos do Jordão (SP);20
3509809;Campos Novos Paulista (SP);46529
3509908;Cananéia (SP);603
3509957;Canas (SP);400
3510005;Cândido Mota (SP);69695
3510104;Cândido Rodrigues (SP);4028
3510153;Canitar (SP);5112
3510203;Capão Bonito (SP);49420
3510302;Capela do Alto (SP);4650
3510401;Capivari (SP);23246
3510500;Caraguatatuba (SP);78
3510609;Carapicuíba (SP);-9999
3510708;Cardoso (SP);24795
3510807;Casa Branca (SP);56831
3510906;Cássia dos Coqueiros (SP);4739
3511003;Castilho (SP);42123
3511102;Catanduva (SP);16522
3511201;Catiguá (SP);8771
3511300;Cedral (SP);6675
3511409;Cerqueira César (SP);32205
3511508;Cerquilho (SP);6483
3511607;Cesário Lange (SP);15328
3511706;Charqueada (SP);9653
3511904;Clementina (SP);7665
3512001;Colina (SP);29705
3512100;Colômbia (SP);55000
3512209;Conchal (SP);14423
3512308;Conchas (SP);3481
3512407;Cordeirópolis (SP);11325
3512506;Coroados (SP);17566
3512605;Coronel Macedo (SP);21676
3512704;Corumbataí (SP);4669
3512803;Cosmópolis (SP);7114
3512902;Cosmorama (SP);23793
3513009;Cotia (SP);-9999
3513108;Cravinhos (SP);22518
3513207;Cristais Paulista (SP);15280
3513306;Cruzália (SP);19474
3513405;Cruzeiro (SP);298
3513504;Cubatão (SP);-9999
3513603;Cunha (SP);966
3513702;Descalvado (SP);33186
3513850;Dirce Reis (SP);2117
3513900;Divinolândia (SP);6599
3514007;Dobrada (SP);10816
3514106;Dois Córregos (SP);40301
3514205;Dolcinópolis (SP);27064
3514304;Dourado (SP);6075
3514403;Dracena (SP);18518
3514502;Duartina (SP);1685
3514601;Dumont (SP);9777
3514700;Echaporã (SP);12628
3514809;Eldorado (SP);5292
3514908;Elias Fausto (SP);8179
3514924;Elisiário (SP);6489
3514957;Embaúba (SP);6750
3515004;Embu das Artes (SP);-9999
3515103;Embu-Guaçu (SP);9
3515129;Emilianópolis (SP);6072
3515152;Engenheiro Coelho (SP);7213
3515186;Espírito Santo do Pinhal (SP);10899
3515194;Espírito Santo do Turvo (SP);5937
3515202;Estrela d'Oeste (SP);11690
3515301;Estrela do Norte (SP);6383
3515350;Euclides da Cunha Paulista (SP);8147
3515400;Fartura (SP);10640
3515509;Fernandópolis (SP);19682
3515608;Fernando Prestes (SP);12794
3515657;Fernão (SP);1506
3515707;Ferraz de Vasconcelos (SP);-9999
3515806;Flora Rica (SP);5342
3515905;Floreal (SP);3737
3516002;Flórida Paulista (SP);19360
3516101;Florínea (SP);22699
3516200;Franca (SP);12364
3516309;Francisco Morato (SP);19
3516408;Franco da Rocha (SP);44
3516507;Gabriel Monteiro (SP);7052
3516606;Gália (SP);7286
3516705;Garça (SP);17385
3516804;Gastão Vidigal (SP);6031
3516853;Gavião Peixoto (SP);10829
3516903;General Salgado (SP);16645
3517000;Getulina (SP);24908
3517109;Glicério (SP);15168
3517208;Guaiçara (SP);8662
3517307;Guaimbê (SP);5128
3517406;Guaíra (SP);106506
3517505;Guapiaçu (SP);17478
3517604;Guapiara (SP);12418
3517703;Guará (SP);27933
3517802;Guaraçaí (SP);28131
3517901;Guaraci (SP);44760
3518008;Guarani d'Oeste (SP);1943
3518107;Guarantã (SP);13178
3518206;Guararapes (SP);57805
3518305;Guararema (SP);356
3518404;Guaratinguetá (SP);2487
3518503;Guareí (SP);5226
3518602;Guariba (SP);23207
3518701;Guarujá (SP);13
3518800;Guarulhos (SP);-9999
3518859;Guatapará (SP);26399
3518909;Guzolândia (SP);4743
3519006;Herculândia (SP);17486
3519055;Holambra (SP);2180
3519071;Hortolândia (SP);-9999
3519105;Iacanga (SP);23614
3519204;Iacri (SP);6208
3519253;Iaras (SP);17636
3519303;Ibaté (SP);15991
3519402;Ibirá (SP);14596
3519501;Ibirarema (SP);24965
3519600;Ibitinga (SP);40085
3519709;Ibiúna (SP);4277
3519808;Icém (SP);11542
3519907;Iepê (SP);31326
3520004;Igaraçu do Tietê (SP);6889
3520103;Igarapava (SP);28502
3520202;Igaratá (SP);1
3520301;Iguape (SP);3918
3520400;Ilhabela (SP);-9999
3520442;Ilha Solteira (SP);21986
3520509;Indaiatuba (SP);4639
3520608;Indiana (SP);604
3520707;Indiaporã (SP);7101
3520806;Inúbia Paulista (SP);3189
3520905;Ipaussu (SP);15861
3521002;Iperó (SP);2263
3521101;Ipeúna (SP);5237
3521150;Ipiguá (SP);3626
3521200;Iporanga (SP);821
3521309;Ipuã (SP);40781
3521408;Iracemápolis (SP);8279
3521507;Irapuã (SP);15656
3521606;Irapuru (SP);5633
3521705;Itaberá (SP);85927
3521804;Itaí (SP);72841
3521903;Itajobi (SP);31954
3522000;Itaju (SP);8864
3522109;Itanhaém (SP);2798
3522158;Itaoca (SP);172
3522208;Itapecerica da Serra (SP);-9999
3522307;Itapetininga (SP);58402
3522406;Itapeva (SP);177905
3522505;Itapevi (SP);-9999
3522604;Itapira (SP);9204
3522653;Itapirapuã Paulista (SP);148
3522703;Itápolis (SP);52028
3522802;Itaporanga (SP);17307
3522901;Itapuí (SP);9179
3523008;Itapura (SP);15569
3523107;Itaquaquecetuba (SP);-9999
3523206;Itararé (SP);45735
3523305;Itariri (SP);2912
3523404;Itatiba (SP);2360
3523503;Itatinga (SP);13325
3523602;Itirapina (SP);8789
3523701;Itirapuã (SP);4672
3523800;Itobi (SP);6728
3523909;Itu (SP);2824
3524006;Itupeva (SP);400
3524105;Ituverava (SP);58994
3524204;Jaborandi (SP);23166
3524303;Jaboticabal (SP);67338
3524402;Jacareí (SP);65
3524501;Jaci (SP);7895
3524600;Jacupiranga (SP);3373
3524709;Jaguariúna (SP);3696
3524808;Jales (SP);7639
3524907;Jambeiro (SP);74
3525003;Jandira (SP);-9999
3525102;Jardinópolis (SP);41049
3525201;Jarinu (SP);715
3525300;Jaú (SP);50192
3525409;Jeriquara (SP);10272
3525508;Joanópolis (SP);328
3525607;João Ramalho (SP);14963
3525706;José Bonifácio (SP);49011
3525805;Júlio Mesquita (SP);1690
3525854;Jumirim (SP);650
3525904;Jundiaí (SP);2933
3526001;Junqueirópolis (SP);28388
3526100;Juquiá (SP);3138
3526209;Juquitiba (SP);-9999
3526308;Lagoinha (SP);300
3526407;Laranjal Paulista (SP);4984
3526506;Lavínia (SP);24265
3526605;Lavrinhas (SP);62
3526704;Leme (SP);27020
3526803;Lençóis Paulista (SP);37557
3526902;Limeira (SP);19833
3527009;Lindóia (SP);229
3527108;Lins (SP);34398
3527207;Lorena (SP);91
3527256;Lourdes (SP);2415
3527306;Louveira (SP);567
3527405;Lucélia (SP);9216
3527504;Lucianópolis (SP);6033
3527603;Luís Antônio (SP);39957
3527702;Luiziânia (SP);6434
3527801;Lupércio (SP);3385
3527900;Lutécia (SP);17164
3528007;Macatuba (SP);16090
3528106;Macaubal (SP);7981
3528205;Macedônia (SP);8046
3528304;Magda (SP);16914
3528403;Mairinque (SP);775
3528502;Mairiporã (SP);-9999
3528601;Manduri (SP);15567
3528700;Marabá Paulista (SP);16640
3528809;Maracaí (SP);67131
3528858;Marapoama (SP);7662
3528908;Mariápolis (SP);1740
3529005;Marília (SP);13849
3529104;Marinópolis (SP);905
3529203;Martinópolis (SP);13360
3529302;Matão (SP);31200
3529401;Mauá (SP);-9999
3529500;Mendonça (SP);7207
3529609;Meridiano (SP);8716
3529658;Mesópolis (SP);8170
3529708;Miguelópolis (SP);72184
3529807;Mineiros do Tietê (SP);12569
3529906;Miracatu (SP);4940
3530003;Mira Estrela (SP);3489
3530102;Mirandópolis (SP);27227
3530201;Mirante do Paranapanema (SP);28676
3530300;Mirassol (SP);12616
3530409;Mirassolândia (SP);22068
3530508;Mococa (SP);33165
3530607;Mogi das Cruzes (SP);872
3530706;Mogi Guaçu (SP);32236
3530805;Mogi Mirim (SP);22335
3530904;Mombuca (SP);8213
3531001;Monções (SP);2558
3531100;Mongaguá (SP);11
3531209;Monte Alegre do Sul (SP);701
3531308;Monte Alto (SP);17255
3531407;Monte Aprazível (SP);21394
3531506;Monte Azul Paulista (SP);17342
3531605;Monte Castelo (SP);9457
3531704;Monteiro Lobato (SP);15
3531803;Monte Mor (SP);9235
3531902;Morro Agudo (SP);113398
3532009;Morungaba (SP);1219
3532058;Motuca (SP);13326
3532108;Murutinga do Sul (SP);4709
3532157;Nantes (SP);26318
3532207;Narandiba (SP);13067
3532306;Natividade da Serra (SP);30
3532405;Nazaré Paulista (SP);550
3532504;Neves Paulista (SP);10414
3532603;Nhandeara (SP);15636
3532702;Nipoã (SP);6801
3532801;Nova Aliança (SP);10819
3532827;Nova Campina (SP);636
3532843;Nova Canaã Paulista (SP);1837
3532868;Nova Castilho (SP);7145
3532900;Nova Europa (SP);9960
3533007;Nova Granada (SP);17634
3533106;Nova Guataporanga (SP);1291
3533205;Nova Independência (SP);11549
3533254;Novais (SP);5839
3533304;Nova Luzitânia (SP);2402
3533403;Nova Odessa (SP);2624
3533502;Novo Horizonte (SP);47879
3533601;Nuporanga (SP);29371
3533700;Ocauçu (SP);7634
3533809;Óleo (SP);18164
3533908;Olímpia (SP);49797
3534005;Onda Verde (SP);12976
3534104;Oriente (SP);4527
3534203;Orindiúva (SP);24445
3534302;Orlândia (SP);21004
3534401;Osasco (SP);-9999
3534500;Oscar Bressane (SP);3969
3534609;Osvaldo Cruz (SP);5967
3534708;Ourinhos (SP);23059
3534757;Ouroeste (SP);12521
3534807;Ouro Verde (SP);12532
3534906;Pacaembu (SP);11503
3535002;Palestina (SP);36943
3535101;Palmares Paulista (SP);4309
3535200;Palmeira d'Oeste (SP);2599
3535309;Palmital (SP);69148
3535408;Panorama (SP);9054
3535507;Paraguaçu Paulista (SP);60164
3535606;Paraibuna (SP);20
3535705;Paraíso (SP);10140
3535804;Paranapanema (SP);64047
3535903;Paranapuã (SP);6874
3536000;Parapuã (SP);13971
3536109;Pardinho (SP);6172
3536208;Pariquera-Açu (SP);3047
3536257;Parisi (SP);3278
3536307;Patrocínio Paulista (SP);25264
3536406;Paulicéia (SP);14013
3536505;Paulínia (SP);3678
3536570;Paulistânia (SP);1809
3536604;Paulo de Faria (SP);43154
3536703;Pederneiras (SP);35355
3536802;Pedra Bela (SP);1821
3536901;Pedranópolis (SP);8381
3537008;Pedregulho (SP);23782
3537107;Pedreira (SP);96
3537156;Pedrinhas Paulista (SP);19318
3537206;Pedro de Toledo (SP);1291
3537305;Penápolis (SP);45146
3537404;Pereira Barreto (SP);36213
3537503;Pereiras (SP);765
3537602;Peruíbe (SP);555
3537701;Piacatu (SP);6996
3537800;Piedade (SP);3288
3537909;Pilar do Sul (SP);21040
3538006;Pindamonhangaba (SP);1901
3538105;Pindorama (SP);9492
3538204;Pinhalzinho (SP);1256
3538303;Piquerobi (SP);1335
3538501;Piquete (SP);50
3538600;Piracaia (SP);266
3538709;Piracicaba (SP);54080
3538808;Piraju (SP);23596
3538907;Pirajuí (SP);29330
3539004;Pirangi (SP);14305
3539103;Pirapora do Bom Jesus (SP);-9999
3539202;Pirapozinho (SP);12094
3539301;Pirassununga (SP);39869
3539400;Piratininga (SP);3833
3539509;Pitangueiras (SP);34276
3539608;Planalto (SP);14230
3539707;Platina (SP);27433
3539806;Poá (SP);-9999
3539905;Poloni (SP);7771
3540002;Pompéia (SP);18174
3540101;Pongaí (SP);6265
3540200;Pontal (SP);28880
3540259;Pontalinda (SP);7528
3540309;Pontes Gestal (SP);9764
3540408;Populina (SP);12570
3540507;Porangaba (SP);1687
3540606;Porto Feliz (SP);17139
3540705;Porto Ferreira (SP);13029
3540754;Potim (SP);400
3540804;Potirendaba (SP);16137
3540853;Pracinha (SP);774
3540903;Pradópolis (SP);13694
3541000;Praia Grande (SP);-9999
3541059;Pratânia (SP);9913
3541109;Presidente Alves (SP);1284
3541208;Presidente Bernardes (SP);6260
3541307;Presidente Epitácio (SP);16789
3541406;Presidente Prudente (SP);6330
3541505;Presidente Venceslau (SP);5912
3541604;Promissão (SP);27457
3541653;Quadra (SP);9771
3541703;Quatá (SP);29374
3541802;Queiroz (SP);7860
3541901;Queluz (SP);61
3542008;Quintana (SP);14750
3542107;Rafard (SP);7251
3542206;Rancharia (SP);87093
3542305;Redenção da Serra (SP);61
3542404;Regente Feijó (SP);6284
3542503;Reginópolis (SP);15538
3542602;Registro (SP);5860
3542701;Restinga (SP);17937
3542800;Ribeira (SP);286
3542909;Ribeirão Bonito (SP);21732
3543006;Ribeirão Branco (SP);4958
3543105;Ribeirão Corrente (SP);9357
3543204;Ribeirão do Sul (SP);28300
3543238;Ribeirão dos Índios (SP);4413
3543253;Ribeirão Grande (SP);4947
3543303;Ribeirão Pires (SP);-9999
3543402;Ribeirão Preto (SP);39679
3543501;Riversul (SP);6274
3543600;Rifaina (SP);3072
3543709;Rincão (SP);20749
3543808;Rinópolis (SP);4880
3543907;Rio Claro (SP);18044
3544004;Rio das Pedras (SP);15590
3544103;Rio Grande da Serra (SP);-9999
3544202;Riolândia (SP);25497
3544251;Rosana (SP);14762
3544301;Roseira (SP);1385
3544400;Rubiácea (SP);12106
3544509;Rubinéia (SP);2488
3544608;Sabino (SP);11462
3544707;Sagres (SP);3937
3544806;Sales (SP);14064
3544905;Sales Oliveira (SP);24979
3545001;Salesópolis (SP);99
3545100;Salmourão (SP);7998
3545159;Saltinho (SP);3556
3545209;Salto (SP);2116
3545308;Salto de Pirapora (SP);4505
3545407;Salto Grande (SP);24850
3545506;Sandovalina (SP);36297
3545605;Santa Adélia (SP);25019
3545704;Santa Albertina (SP);7135
3545803;Santa Bárbara d'Oeste (SP);10920
3546009;Santa Branca (SP);30
3546108;Santa Clara d'Oeste (SP);684
3546207;Santa Cruz da Conceição (SP);5108
3546256;Santa Cruz da Esperança (SP);7994
3546306;Santa Cruz das Palmeiras (SP);20646
3546405;Santa Cruz do Rio Pardo (SP);78061
3546504;Santa Ernestina (SP);7768
3546603;Santa Fé do Sul (SP);1531
3546702;Santa Gertrudes (SP);4862
3546801;Santa Isabel (SP);171
3546900;Santa Lúcia (SP);15182
3547007;Santa Maria da Serra (SP);6762
3547106;Santa Mercedes (SP);7880
3547205;Santana da Ponte Pensa (SP);2527
3547304;Santana de Parnaíba (SP);-9999
3547403;Santa Rita d'Oeste (SP);6123
3547502;Santa Rita do Passa Quatro (SP);21062
3547601;Santa Rosa de Viterbo (SP);15053
3547650;Santa Salete (SP);1137
3547700;Santo Anastácio (SP);9088
3547809;Santo André (SP);-9999
3547908;Santo Antônio da Alegria (SP);8321
3548005;Santo Antônio de Posse (SP);6352
3548054;Santo Antônio do Aracanguá (SP);32809
3548104;Santo Antônio do Jardim (SP);4176
3548203;Santo Antônio do Pinhal (SP);101
3548302;Santo Expedito (SP);1541
3548401;Santópolis do Aguapeí (SP);3584
3548500;Santos (SP);-9999
3548609;São Bento do Sapucaí (SP);1150
3548708;São Bernardo do Campo (SP);-9999
3548906;São Carlos (SP);41511
3549003;São Francisco (SP);1912
3549102;São João da Boa Vista (SP);17137
3549201;São João das Duas Pontes (SP);4666
3549250;São João de Iracema (SP);5158
3549300;São João do Pau d'Alho (SP);7366
3549409;São Joaquim da Barra (SP);28656
3549508;São José da Bela Vista (SP);23286
3549607;São José do Barreiro (SP);100
3549706;São José do Rio Pardo (SP);6420
3549805;São José do Rio Preto (SP);6813
3549904;São José dos Campos (SP);150
3549953;São Lourenço da Serra (SP);-9999
3550001;São Luiz do Paraitinga (SP);412
3550100;São Manuel (SP);39818
3550209;São Miguel Arcanjo (SP);26868
3550308;São Paulo (SP);94
3550407;São Pedro (SP);15842
3550506;São Pedro do Turvo (SP);32667
3550605;São Roque (SP);1697
3550704;São Sebastião (SP);72
3550803;São Sebastião da Grama (SP);6735
3550902;São Simão (SP);30959
3551009;São Vicente (SP);-9999
3551108;Sarapuí (SP);3106
3551207;Sarutaiá (SP);5185
3551306;Sebastianópolis do Sul (SP);9261
3551405;Serra Azul (SP);17104
3551504;Serrana (SP);7922
3551603;Serra Negra (SP);3673
3551702;Sertãozinho (SP);29930
3551801;Sete Barras (SP);7126
3551900;Severínia (SP);8442
3552007;Silveiras (SP);87
3552106;Socorro (SP);6785
3552205;Sorocaba (SP);2021
3552304;Sud Mennucci (SP);22412
3552403;Sumaré (SP);3049
3552502;Suzano (SP);5
3552551;Suzanápolis (SP);12058
3552601;Tabapuã (SP);22653
3552700;Tabatinga (SP);17010
3552809;Taboão da Serra (SP);-9999
3552908;Taciba (SP);33144
3553005;Taguaí (SP);7421
3553104;Taiaçu (SP);8973
3553203;Taiúva (SP);9329
3553302;Tambaú (SP);24825
3553401;Tanabi (SP);30563
3553500;Tapiraí (SP);550
3553609;Tapiratiba (SP);7757
3553658;Taquaral (SP);4372
3553708;Taquaritinga (SP);38869
3553807;Taquarituba (SP);42801
3553856;Taquarivaí (SP);20785
3553906;Tarabai (SP);3670
3553955;Tarumã (SP);26007
3554003;Tatuí (SP);12979
3554102;Taubaté (SP);1589
3554201;Tejupá (SP);9694
3554300;Teodoro Sampaio (SP);41135
3554409;Terra Roxa (SP);17061
3554508;Tietê (SP);17345
3554607;Timburi (SP);2886
3554656;Torre de Pedra (SP);9
3554706;Torrinha (SP);10394
3554755;Trabiju (SP);2482
3554805;Tremembé (SP);1265
3554904;Três Fronteiras (SP);2260
3554953;Tuiuti (SP);1797
3555000;Tupã (SP);18650
3555109;Tupi Paulista (SP);9742
3555208;Turiúba (SP);4250
3555307;Turmalina (SP);7094
3555356;Ubarana (SP);15508
3555406;Ubatuba (SP);147
3555505;Ubirajara (SP);6142
3555604;Uchoa (SP);13952
3555703;União Paulista (SP);4624
3555802;Urânia (SP);4965
3555901;Uru (SP);4844
3556008;Urupês (SP);21575
3556107;Valentim Gentil (SP);5124
3556206;Valinhos (SP);999
3556305;Valparaíso (SP);59456
3556354;Vargem (SP);1446
3556404;Vargem Grande do Sul (SP);12753
3556453;Vargem Grande Paulista (SP);-9999
3556503;Várzea Paulista (SP);-9999
3556602;Vera Cruz (SP);3033
3556701;Vinhedo (SP);189
3556800;Viradouro (SP);17446
3556909;Vista Alegre do Alto (SP);7078
3556958;Vitória Brasil (SP);1369
3557006;Votorantim (SP);841
3557105;Votuporanga (SP);15404
3557154;Zacarias (SP);9383
3557204;Chavantes (SP);14267
3557303;Estiva Gerbi (SP);2361
4100103;Abatiá (PR);22432
4100202;Adrianópolis (PR);3078
4100301;Agudos do Sul (PR);6994
4100400;Almirante Tamandaré (PR);1941
4100459;Altamira do Paraná (PR);2353
4100509;Altônia (PR);9293
4100608;Alto Paraná (PR);8597
4100707;Alto Piquiri (PR);58632
4100806;Alvorada do Sul (PR);45105
4100905;Amaporã (PR);14615
4101002;Ampére (PR);12789
4101051;Anahy (PR);10619
4101101;Andirá (PR);34259
4101150;Ângulo (PR);13657
4101200;Antonina (PR);1303
4101309;Antônio Olinto (PR);15505
4101408;Apucarana (PR);38489
4101507;Arapongas (PR);37737
4101606;Arapoti (PR);63709
4101655;Arapuã (PR);26516
4101705;Araruna (PR);37953
4101804;Araucária (PR);30520
4101853;Ariranha do Ivaí (PR);25578
4101903;Assaí (PR);45661
4102000;Assis Chateaubriand (PR);144212
4102109;Astorga (PR);47912
4102208;Atalaia (PR);14606
4102307;Balsa Nova (PR);20827
4102406;Bandeirantes (PR);42825
4102505;Barbosa Ferraz (PR);27548
4102604;Barracão (PR);4786
4102703;Barra do Jacaré (PR);12195
4102752;Bela Vista da Caroba (PR);9030
4102802;Bela Vista do Paraíso (PR);33401
4102901;Bituruna (PR);9012
4103008;Boa Esperança (PR);42091
4103024;Boa Esperança do Iguaçu (PR);8468
4103040;Boa Ventura de São Roque (PR);28443
4103057;Boa Vista da Aparecida (PR);9977
4103107;Bocaiúva do Sul (PR);1674
4103156;Bom Jesus do Sul (PR);6491
4103206;Bom Sucesso (PR);16062
4103222;Bom Sucesso do Sul (PR);28364
4103305;Borrazópolis (PR);25063
4103354;Braganey (PR);36897
4103370;Brasilândia do Sul (PR);41618
4103404;Cafeara (PR);10809
4103453;Cafelândia (PR);46905
4103479;Cafezal do Sul (PR);12001
4103503;Califórnia (PR);10653
4103602;Cambará (PR);49238
4103701;Cambé (PR);74508
4103800;Cambira (PR);15002
4103909;Campina da Lagoa (PR);63878
4103958;Campina do Simão (PR);15668
4104006;Campina Grande do Sul (PR);1240
4104055;Campo Bonito (PR);31294
4104105;Campo do Tenente (PR);13134
4104204;Campo Largo (PR);19566
4104253;Campo Magro (PR);10451
4104303;Campo Mourão (PR);80575
4104402;Cândido de Abreu (PR);36937
4104428;Candói (PR);73294
4104451;Cantagalo (PR);25385
4104501;Capanema (PR);30775
4104600;Capitão Leônidas Marques (PR);15724
4104659;Carambeí (PR);41736
4104709;Carlópolis (PR);10257
4104808;Cascavel (PR);186779
4104907;Castro (PR);124496
4105003;Catanduvas (PR);32743
4105102;Centenário do Sul (PR);32582
4105201;Cerro Azul (PR);20860
4105300;Céu Azul (PR);43397
4105409;Chopinzinho (PR);48434
4105508;Cianorte (PR);40196
4105607;Cidade Gaúcha (PR);13440
4105706;Clevelândia (PR);50830
4105805;Colombo (PR);286
4105904;Colorado (PR);18871
4106001;Congonhinhas (PR);38995
4106100;Conselheiro Mairinck (PR);15629
4106209;Contenda (PR);25348
4106308;Corbélia (PR);70373
4106407;Cornélio Procópio (PR);72650
4106456;Coronel Domingos Soares (PR);19913
4106506;Coronel Vivida (PR);41887
4106555;Corumbataí do Sul (PR);5122
4106571;Cruzeiro do Iguaçu (PR);8027
4106605;Cruzeiro do Oeste (PR);26359
4106704;Cruzeiro do Sul (PR);15794
4106803;Cruz Machado (PR);24936
4106852;Cruzmaltina (PR);13742
4106902;Curitiba (PR);103
4107009;Curiúva (PR);13936
4107108;Diamante do Norte (PR);7119
4107124;Diamante do Sul (PR);3962
